trapscap1
parameters 71
# exponents ... coefficient
	  1   0   0   0   0   1    1.07770e-02 
	  2   0   0   0   0   1    -3.17924e-02 
	  0   1   1   1   1   0    5.62974e-02 
	  1   1   1   0   0   0    1.12119e-01 
	  2   1   1   0   0   0    -2.43335e-01 
	  0   2   0   1   0   1    -2.13785e-02 
	  1   0   0   1   0   2    -3.21717e-02 
	  1   0   1   0   0   1    4.56757e-02 
	  3   0   0   0   1   0    -2.46305e-02 
	  0   1   0   0   1   2    2.29073e-02 
	  0   1   0   0   2   1    -1.06756e-02 
trapscap2
parameters 62
# exponents ... coefficient
	  0   0   0   0   1   0    4.67062e-02 
	  0   1   0   0   1   0    2.79320e-02 
	  0   0   0   1   1   0    7.94006e-02 
	  0   0   1   0   0   0    -6.40506e-02 
	  0   0   0   0   0   0    1.78236e-01 
	  1   1   0   0   2   0    3.42616e-01 
	  0   0   0   0   0   2    5.65767e-02 
	  0   1   0   0   0   0    1.72266e-01 
	  0   0   1   0   0   1    8.27786e-03 
	  1   0   0   0   0   0    3.53301e-02 
	  1   0   1   0   0   0    -1.52147e-01 
	  0   0   0   0   0   1    3.89488e-02 
	  0   0   0   1   0   1    1.25647e-01 
	  0   0   1   1   0   0    2.56221e-02 
	  1   1   0   0   1   0    -3.82578e-01 
	  0   0   2   0   1   0    -2.38407e-01 
	  1   0   0   1   0   0    1.16819e-01 
	  2   0   0   0   1   0    -1.47573e-02 
	  0   1   1   0   2   0    7.25711e-02 
	  0   0   0   2   0   0    2.77313e-02 
	  0   0   0   1   3   0    6.37182e-02 
	  0   2   0   1   1   0    4.66060e-02 
	  2   0   0   0   0   0    6.08877e-02 
	  0   0   0   0   1   1    -4.08920e-02 
	  1   0   0   0   0   1    8.02631e-02 
	  0   0   0   0   2   0    6.34174e-02 
	  0   0   0   1   1   1    -5.74470e-02 
	  1   0   0   0   1   1    -9.71408e-02 
	  0   2   0   0   0   0    -6.59400e-02 
	  2   2   0   0   0   0    4.45803e-02 
	  1   0   0   1   1   0    -1.01592e-01 
	  0   0   0   2   2   0    3.81867e-02 
	  0   0   0   1   2   0    -1.71886e-01 
	  0   0   2   0   2   0    2.24340e-01 
	  3   0   1   0   0   0    1.10726e-01 
	  1   3   0   0   0   0    -2.97440e-01 
	  0   0   0   0   0   3    -3.29470e-02 
	  0   1   1   1   0   1    7.27842e-02 
	  0   2   1   0   0   0    -3.28617e-02 
	  0   1   0   0   0   1    -1.04723e-02 
	  1   0   0   2   1   0    -2.33605e-01 
	  0   0   0   3   0   0    -2.73051e-02 
	  2   0   0   1   1   0    -2.39794e-01 
	  0   1   0   1   1   0    -6.49648e-02 
	  0   0   1   0   1   2    -4.74648e-02 
	  1   0   0   0   1   2    -1.15411e-01 
	  0   0   0   2   1   1    -9.10572e-02 
	  2   1   0   0   0   0    -8.86493e-02 
	  1   0   0   1   0   1    -9.79050e-02 
	  1   0   0   0   2   0    -4.56329e-02 
	  0   0   0   1   0   0    1.20763e-02 
	  0   1   1   0   0   0    3.52794e-02 
	  2   0   0   0   0   1    -4.89002e-02 
	  3   0   0   0   1   0    -6.58867e-02 
	  0   0   0   1   0   2    -4.19981e-02 
	  1   0   0   1   2   0    1.74687e-01 
	  2   1   1   0   0   0    -2.95835e-01 
	  1   1   1   0   0   0    7.57912e-02 
	  2   0   1   1   0   0    8.24135e-02 
	  1   0   2   0   0   0    -3.34794e-02 
	  0   1   0   0   1   2    4.11839e-02 
	  0   0   0   3   0   1    1.97538e-02 
trapscap3
parameters 53
# exponents ... coefficient
	  0   0   0   0   1   0    2.83273e-02 
	  0   1   0   0   1   0    4.26633e-02 
	  0   0   0   1   1   0    -4.43548e-02 
	  0   0   1   0   0   0    -5.37141e-02 
	  1   0   0   0   0   0    3.70586e-02 
	  0   0   0   0   0   1    4.90656e-02 
	  0   0   0   0   0   0    1.54557e-01 
	  0   1   0   0   0   0    1.80918e-01 
	  0   0   0   1   0   1    1.78933e-01 
	  1   0   1   1   0   0    7.75829e-02 
	  1   1   0   0   1   0    -4.50790e-01 
	  0   0   2   0   2   0    2.07445e-01 
	  0   0   0   0   0   2    1.49508e-01 
	  1   0   1   0   1   0    -1.44351e-01 
	  2   0   1   0   1   0    2.94010e-01 
	  1   1   0   1   0   0    -1.50986e-02 
	  2   0   0   0   1   0    3.99869e-01 
	  0   0   1   1   0   0    2.52451e-02 
	  1   0   0   0   0   1    2.31322e-01 
	  0   0   0   0   1   1    -2.88446e-02 
	  0   0   1   0   3   0    -1.31643e-03 
